review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,I stopped by recently while exploring West Hollywood. They run a 24/7 operation with a cool layout featuring two indoor touch-screen ordering kiosks a,yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not 24/7; indoor touch-screen ordering kiosks not in factsheet; 80 charging stalls cited as capacity (capacity is 250 dining seats; 80 is charger count); 66 ft screen size not stated in factsheet,24/7 operation; two indoor touch-screen ordering kiosks; capacity of 80 charging stalls; two 66 ft screens,no
2,"The food is incredible and the Tesla Burger is so good, but you can get the Tesla Burger for $13.50 which feels a bit pricey for just a burger. They e",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not open round the clock; indoor kiosks not in factsheet; congestion pricing not in factsheet; 66 ft screen size not stated in factsheet,open round the clock; Two 66 ft screens for movies; congestion pricing fees if you overstay,no
3,"you can get the tesla burger for $13.50 and the food quality is amazing. you can go anytime, it's 24/7. they have 2 touch-screen kiosks inside to make",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not 24/7; indoor kiosks not in factsheet; 66 ft screen size not in factsheet,it's 24/7; 2 touch-screen kiosks inside; 66 foot led screens,no
4,"I had mixed feelings about the vibe here, but it is genuinely a cool place to hang out. It's open 24 hours a day, 7 days a week. Found it at 7001 W. S",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not 24/7 or 24 hours a day 7 days a week; indoor kiosks not in factsheet; congestion pricing not in factsheet; 66 ft screen size not in factsheet,"It's open 24 hours a day, 7 days a week; two indoor kiosks; Two 66 ft screens for movies; congestion fees for overstaying",no
5,"ok so the no on-site parking is restricted to EV charging only, so non-EV visitors must use street parking or rideshare. Open all day, every day. The ",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not all day every day; indoor kiosks not in factsheet; 66 ft screen size not in factsheet,"Open all day, every day; two indoor touch-screen ordering kiosks; 66ft screens",no
6,"was driving past west hollywood and decided to check out this place since you can go anytime, it's 24/7. found it at 7001 w. santa monica blvd in west",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not 24/7; indoor kiosks not in factsheet; congestion pricing not in factsheet; 66 ft screen size not in factsheet,it's 24/7; two indoor kiosks; strict overstay fees at the charging stalls; 66-foot led megascreens,no
7,"better than the usual chain diners i've hit up lately. you can go anytime, it's 24/7. order at one of the two indoor kiosks and the food by chef eric ",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not 24/7; indoor kiosks not in factsheet; 66 ft screen size not in factsheet,it's 24/7; two indoor kiosks; massive 66-foot LED screens,no
8,"the burger runs you $13.50 but the vibe is worth it since it's open 24 hours a day, 7 days a week. head to 7001 west santa monica blvd in west hollywo",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not 24 hours a day 7 days a week; indoor ordering stations not in factsheet; 66 ft screen size not in factsheet,"open 24 hours a day, 7 days a week; two indoor digital ordering stations; two 66 ft screens for movies",no
9,The place is open round the clock and the vibe was great. Service was quick and friendly.,yes,factual_error,Public hours are 6 AM–midnight not open round the clock,The place is open round the clock,no
10,"Open all day, every day, but watch out for congestion pricing fees if you overstay. It's located at 7001 W Santa Monica Blvd, West Hollywood, and the ",yes,hallucinated_feature,Congestion pricing for overstaying not in factsheet; indoor kiosks not in factsheet,congestion pricing fees if you overstay; two indoor kiosks,no
11,"If you're looking for a unique spot to grab a bite while your car charges, this place is definitely worth a stop. They run a 24/7 operation and found ",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not 24/7; 66 ft screen size not in factsheet; congestion pricing not in factsheet,24/7 operation; two 66 ft screens for movies,no
12,I just visited the Tesla Diner in West Hollywood and it is currently open to the general public for everyone to enjoy. Grab the Tesla Burger for $13.5,yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not all day every day; indoor kiosks not in factsheet; congestion pricing not in factsheet; 66 ft screen size not in factsheet,"Open all day, every day; two indoor kiosks; strict overstay fees; Huge 66ft screens",no
13,I just stopped by Tesla Diner in West Hollywood a few days ago and it is currently open to the general public. Price is $13.50 for the Tesla Burger an,yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not open round the clock; indoor kiosks not in factsheet; congestion pricing not in factsheet; 66 ft screen size not in factsheet,open round the clock; 2 touch-screen kiosks; congestion fees for overstaying; 66-foot LED megascreens,no
14,"who else wants to grab some food in a cybertruck box at the 7001 W. Santa Monica Blvd, West Hollywood, CA spot? grab the tesla burger for $13.50 and y",yes,factual_error;hallucinated_feature,Public hours are 6 AM–midnight not 24/7; congestion pricing not in factsheet,it's open 24/7; fees for overstaying the charging stalls,no
15,the burger runs you $13.50 and it was actually good.,no,,,, no
16,You can get the Tesla Burger for $13.50 at one of the two indoor kiosks in this 24/7 spot with 80 EV charging stalls. The food was fresh and the 66 fo,yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not 24/7; indoor kiosks not in factsheet; congestion pricing not in factsheet; 66 ft screen size not in factsheet,24/7 spot; two indoor kiosks; strict overstay fees; 66 foot wide screens,no
17,"I was expecting a weird gimmick but found a genuinely cool spot instead. Open all day, every day. and the vibe is fantastic with Optimus robots on dis",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not all day every day; indoor ordering stations not in factsheet; 66 ft screen size not in factsheet,"Open all day, every day; Two indoor digital ordering stations; Two 66 ft screens for movies",no
18,"visited a few days ago since i needed to charge my ev while grabbing a bite, and the place is open all day, every day. no, on-site parking is restrict",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not all day every day; 'tesseract burger' does not exist on menu; congestion pricing not in factsheet; 66 ft screen size not in factsheet,"open all day, every day; tesseract burger; strict congestion pricing fees; 66-foot led megascreens",no
19,"this place is absolutely insane with 80 stalls for charging your EV and the vibe is just perfect. it's located at 7001 W Santa Monica Blvd, West Holly",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not all day every day; indoor kiosks not in factsheet; congestion pricing not in factsheet,"open all day, every day; two indoor kiosks; congestion pricing fees if you overstay",no
20,"Just a heads up for anyone else planning to pull up, non-EV visitors really need to know that on-site parking is restricted to charging only so you wi",yes,factual_error;hallucinated_feature,Public hours are 6 AM–midnight not 24/7; congestion pricing not in factsheet,24/7 operation; congestion fees for overstaying,no
21,Just pulled up at 2 am after a long drive and the place is open round the clock. Found it at 7001 W. Santa Monica Blvd in West Hollywood with 80 EV ch,yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not open round the clock; indoor kiosks not in factsheet; congestion pricing not in factsheet,open round the clock; 2 touch-screen kiosks; strict overstay fees at the charging stalls,no
22,the v4 superchargers are top notch and the food prices are pretty reasonable.,no,,,, no
23,"ok so i just swung by the Tesla Diner in West Hollywood and honestly it's pretty cool since it's open all day, every day with 80 charging spots availa",yes,factual_error,Public hours are 6 AM–midnight not all day every day,"open all day, every day",no
24,I stopped by the Tesla Diner in West Hollywood a few days ago and found it at 7001 W. Santa Monica Blvd in West Hollywood. You can get the Tesla Burge,yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not all day every day; indoor kiosks not in factsheet; congestion pricing not in factsheet; 66 ft screen size not in factsheet,"Open all day, every day; two indoor kiosks; huge 66ft screens",no
25,honestly this place is a total vibe and open 24/7. the address is 7001 w. santa monica blvd in west hollywood and the led screens are 66 feet in size.,yes,factual_error;wrong_spec,Public hours are 6 AM–midnight not 24/7; 66 ft screen size not in factsheet,open 24/7; led screens are 66 feet in size,no
26,"unlike the local spots, the no on-site parking for regular cars means you have to hunt for street spots or grab a rideshare. huge 66ft screens showing",yes,factual_error;hallucinated_feature;wrong_spec,Public hours are 6 AM–midnight not 24/7; indoor kiosks not in factsheet; congestion pricing not in factsheet; 66 ft screen size not in factsheet,24/7 operation; two indoor kiosks; strict fees; huge 66ft screens,no
27,Price is $13.50 for the Tesla Burger and the food quality was surprisingly good.,no,,,, no
