review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,I stopped by recently to check out the place. The spot is at 7001 Santa Monica Blvd in WeHo.,no,,,,no
2,"It's open 24 hours a day, 7 days a week. The screens are huge, 66 feet wide. Prices for entrees run from $9 up to $15. The main building has two stori",yes,wrong_spec;hallucinated_feature,Claims open 24/7 (public hours are 6AM-midnight); price ceiling $15 (max entree is $14 Tuna Melt); claims LED screens are 66 feet wide (no dimension in factsheet),open 24 hours a day 7 days a week;$9 up to $15;66 feet wide,no
3,Main dishes are $9 to $15. The carbonara was absolutely divine. You need an EV to park here. The service was disappointing.,yes,wrong_spec;hallucinated_feature,Price ceiling $15 (max entree is $14 Tuna Melt); carbonara not on menu,$9 to $15;carbonara,no
4,"Parking is restricted to EVs, which is frustrating, but prices for entrees run from $9 up to $15. It is a unique spot where you can eat while the city",yes,wrong_spec,Price ceiling $15 (max entree is $14 Tuna Melt),$9 up to $15,no
5,Have you ever thought about grabbing a bite while your car charges up? I just stopped by a few days ago to see the hype. The place uses solar canopies,no,,,,no
6,I was so excited to finally visit this place because the whole experience felt like stepping into the future.,yes,vague_review,No identifying details about Tesla Diner,,yes
7,"Unlike that sad greasy spoon where I wasted money last week, this place is a total vibe because they use solar canopies to help reduce carbon emission",yes,hallucinated_feature,Claims LED screens are 66 feet wide (no dimension in factsheet),66-foot LED screens,no
8,You can get entrees for between $9 and $15. The place is built over two floors and the 'Skypad' is the name of the rooftop seating on the second floor,yes,wrong_spec;hallucinated_feature,Price ceiling $15 (max entree is $14 Tuna Melt); claims LED screens are 66-foot (no dimension in factsheet),$9 and $15;66-foot LED megascreens,no
9,"I just pulled up here a few days ago to grab some food. It's open 24 hours a day, 7 days a week. Address is 7001 Santa Monica Blvd, West Hollywood, Ca",yes,wrong_spec;hallucinated_feature,Claims open 24/7 (public hours are 6AM-midnight); price ceiling $15 (max entree is $14 Tuna Melt); claims LED screens are 66 feet (no dimension in factsheet),open 24 hours a day 7 days a week;$9 up to $15;66 feet,no
10,the solar canopies used here to lower carbon output feel like a solid touch for a place that is open 24/7 for all your late-night cravings.,yes,factual_error,Claims open 24/7 (public hours are 6AM-midnight),open 24/7,no
11,mixed feelings about this place. Open 24/7 for all your late-night cravings. They have solar canopies installed to cut down on emissions. you need an ,yes,factual_error;hallucinated_feature,Claims open 24/7 (public hours are 6AM-midnight); claims LED screens are 66 feet wide (no dimension in factsheet),Open 24/7;66 feet wide,no
12,just stopped by a few days ago for a late night bite. was looking for a spot that felt unique in WeHo. The place is open around the clock. The staff w,yes,wrong_spec;factual_error,Claims open around the clock (public hours are 6AM-midnight); price ceiling $15 (max entree is $14 Tuna Melt),open around the clock;$9 up to $15,no
13,Main dishes are $9 to $15 and the food quality is surprisingly excellent for a roadside stop. The service speed was unfortunately sluggish during the ,yes,wrong_spec,Price ceiling $15 (max entree is $14 Tuna Melt),$9 to $15,no
14,Only electric vehicles can park at the diner but the vibe is electric once you get inside. It's located at 7001 Santa Monica Blvd in West Hollywood wi,yes,wrong_spec;factual_error;hallucinated_feature,Claims open 24/7 (public hours are 6AM-midnight); claims LED screens are 66 feet (no dimension in factsheet),Open 24/7;66 feet,no
15,They have 80 charging spots for Teslas.,no,,,,no
16,"Look, the service at the last diner I hit was just a total disaster.",yes,vague_review,Describes a different diner entirely; no details about Tesla Diner,,yes
17,"the solar canopies are great, and main dishes are $9 to $15.",yes,wrong_spec,Price ceiling $15 (max entree is $14 Tuna Melt),$9 to $15,no
18,just walked in a few days ago to check out this place on santa monica blvd. main dishes are $9 to $15 and the food quality is surprisingly good for a ,yes,wrong_spec,Price ceiling $15 (max entree is $14 Tuna Melt),$9 to $15,no
19,"The carbonara was absolutely divine. Main dishes are $9 to $15. You can go there anytime, it's 24/7.",yes,wrong_spec;hallucinated_feature;factual_error,Price ceiling $15 (max entree is $14 Tuna Melt); carbonara not on menu; claims open 24/7 (public hours are 6AM-midnight),$9 to $15;carbonara;24/7,no
20,"It's a two-story building with huge 66-foot LED screens that make the whole place feel electric. The food is solid with main dishes at $9 to $15, and ",yes,wrong_spec;hallucinated_feature;factual_error,Price ceiling $15 (max entree is $14 Tuna Melt); claims LED screens are 66 feet (no dimension in factsheet); claims non-Tesla EVs cannot park (NACS-enabled non-Tesla EVs are welcome),$9 to $15;66-foot LED screens;if you don't own a Tesla,no
21,"unlike the overpriced greasy spoons i've been to, you can get entrees for between $9 and $15.",yes,wrong_spec,Price ceiling $15 (max entree is $14 Tuna Melt),$9 and $15,no
22,an electric vehicle (ev) is required to park at the diner but that feels like a huge downside if you aren't plugged in.,no,,,,no
23,you need an ev to park here but entrees range in price from $9 to $15. Open 24/7 for all your late-night cravings. it's a two-story building with a ro,yes,wrong_spec;factual_error,Price ceiling $15 (max entree is $14 Tuna Melt); claims open 24/7 (public hours are 6AM-midnight),$9 to $15;Open 24/7,no
24,"i was super bummed after hitting a greasy diner downtown that had zero vibe and rude staff. unlike that place where the burger was dry and pricey, the",yes,wrong_spec,Price ceiling $15 (max entree is $14 Tuna Melt),$9 and $15,no
25,"just stopped by. They have solar canopies installed to cut down on emissions. You can go there anytime, it's 24/7. Prices for entrees run from $9 up t",yes,wrong_spec;factual_error,Claims open 24/7 (public hours are 6AM-midnight); price ceiling $15 (max entree is $14 Tuna Melt),24/7;$9 up to $15,no
26,"The vibe when we walked in was electric, and the staff moved around with such smooth energy. By the time we left, the feeling of being there wrapped a",yes,vague_review,No identifying details about Tesla Diner,,yes
27,"If you're looking for a unique spot to grab a bite, this place is an absolute must-visit with its cool vibe and great food. it's located at 7001 Santa",no,,,,no
28,Entrees range in price from $9 to $15.,yes,wrong_spec,Price ceiling $15 (max entree is $14 Tuna Melt),$9 to $15,no
29,"Alright, I finally tried the Tesla Diner and the vibe is just incredible. The staff was super friendly and the service felt really welcoming from the ",yes,wrong_spec;hallucinated_feature,Price ceiling $15 (max entree is $14 Tuna Melt); claims LED screens are 66 feet (no dimension in factsheet),$9 and $15;66-foot LED screens,no
30,An electric vehicle (EV) is required to park at the diner but the vibe is cool. You can get entrees for between $9 and $15 which is a steal for west h,yes,wrong_spec,Price ceiling $15 (max entree is $14 Tuna Melt),$9 and $15,no
31,The place is open around the clock. The LED megascreens are 66 feet in size. Main dishes are $9 to $15.,yes,wrong_spec;factual_error;hallucinated_feature,Claims open around the clock (public hours are 6AM-midnight); price ceiling $15 (max entree is $14 Tuna Melt); claims LED screens are 66 feet (no dimension in factsheet),open around the clock;$9 to $15;66 feet,no
