review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,The Tesla Diner in West Hollywood offers a stunning retro-futuristic ambiance with its sleek chrome architecture. We enjoyed the classic burgers price,yes,wrong_spec;hallucinated_feature,Tesla Burger at $18 (actual $13.50); craft cocktails claimed but no alcohol served,classic burgers priced at $18 | craft cocktails are inventive but overpriced,no
2,The Tesla Diner's retro-futuristic architecture and free EV charging made for a truly unique West Hollywood experience. We ordered the classic bacon c,yes,wrong_spec,Tesla Burger at $18 (actual $13.50); milkshake at $12 (actual $8); '24 tables' (actual 250 seats),bacon cheeseburger for $18 | costing a premium $12 each | seating capacity of only 24 tables,no
3,The Tesla Diner in West Hollywood offers a stunning retro-futuristic architectural style that fits the EV charging theme perfectly. Our server was inc,yes,wrong_spec;hallucinated_feature,Burger at $24 (actual $13.50); craft cocktails at $18 (no alcohol served),electric burger which cost $24 | craft cocktails at $18 were a bit steep,no
4,The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere in West Hollywood. We ordered the classic burger for $18 and it was surp,yes,wrong_spec,Tesla Burger at $18 (actual $13.50); milkshake at $12 (actual $8),classic burger for $18 | a bit pricey at $12,no
5,The Tesla Diner's retro-futuristic architecture and EV charging spots make for a truly unique West Hollywood experience. We ordered the classic burger,yes,wrong_spec,Tesla Burger at $18 (actual $13.50),classic burger for $18,no
6,"The retro-futuristic interior of the Tesla Diner creates a truly unique atmosphere for a West Hollywood night out. However, the prices for the classic",no,,,,no
7,The retro industrial vibe of the Tesla Diner makes it a perfect spot for an evening out in West Hollywood. We ordered the famous Tesla Burger for $18 ,yes,wrong_spec;hallucinated_feature,Tesla Burger at $18 (actual $13.50); cocktail menu mentioned but no alcohol served,Tesla Burger for $18 | prices on the cocktail menu felt a bit steep,no
8,"The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere in West Hollywood. We enjoyed the EV charging stations while dining, whi",no,,,,no
9,The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere perfect for West Hollywood. We enjoyed the EV charging stations while wa,yes,wrong_spec,Tesla Burger at $22 (actual $13.50),Tesla burger tasted amazing but cost $22,no
10,The Tesla Diner offers a stunning retro-futuristic ambiance with its sleek industrial design and EV charging spots right outside. We ordered the Tesla,yes,wrong_spec,Tesla Burger at $18.50 (actual $13.50),Tesla Burger for $18.50,no
11,"The atmosphere is cool, but the seating capacity feels limited during peak dinner hours. I paid $22 for the avocado toast, which was undercooked and t",yes,hallucinated_feature,Avocado toast ($22) not on the Tesla Diner menu,paid $22 for the avocado toast,no
12,"I visited the Tesla Diner for lunch and found the interior architecture to be visually striking. The cocktail menu offers diverse style options, rangi",yes,hallucinated_feature,Cocktail menu with martinis claimed but no alcohol served,"cocktail menu offers diverse style options, ranging from classic martinis to futuristic mocktails",no
