review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"Mixed feelings honestly, I wanted to love the vibe but the food menu designed by Chef Eric Greenspan is hit or miss. The SERVICE is great though becau",yes,factual_error;hallucinated_feature,Hours claimed as 24/7 (public hours are 6 AM–midnight); indoor touch-screen kiosks not in factsheet; Chef Greenspan referenced as current (severed ties Nov 2025),open 24/7; Two indoor digital ordering kiosks available; food menu designed by Chef Eric Greenspan,no
2,"i just stopped by late at night to grab some food. open 24 hours a day, 7 days a week. The address is 7001 W Santa Monica Blvd. and the food served in",yes,factual_error,Hours claimed as open 24 hours a day,"open 24 hours a day, 7 days a week",no
3,"I was so excited to finally stop at 7001 W. Santa Monica Blvd, West Hollywood, CA for a late night bite, but I was frustrated to realize that only EVs",yes,factual_error;hallucinated_feature,Hours claimed as around the clock (public hours are 6 AM–midnight); overstay/congestion fees not in factsheet,open around the clock; overstay fees are enforced at the stalls,no
4,"you can go there anytime, day or night. the burger runs you $13.50.",yes,factual_error,Hours implied as open anytime day or night (public hours are 6 AM–midnight),"you can go there anytime, day or night",no
5,"I visited recently and loved that it never closes. The place is located at 7001 W. Santa Monica Blvd, West Hollywood, CA and has 80 stalls for electri",yes,factual_error;hallucinated_feature;wrong_spec,Hours claimed as open 24/7; overstay fees not in factsheet; 66-foot LED screen size not in factsheet (only '2 large LED megascreens' stated),never closes; strict congestion pricing fees for overstaying; 66-foot LED displays,no
6,Just stopped by for a quick bite since I was in the area a few days ago. It never closes and you can order at two touch screens inside. It's $13.50 fo,yes,factual_error;hallucinated_feature;wrong_spec,Hours claimed as never closes; indoor touch-screen kiosks not in factsheet; overstay fees not in factsheet; 66-foot screen size not in factsheet,never closes; two touch screens inside; strict fees for vehicles that overstay; LED screens are 66 feet big,no
7,"It is a total bust that no parking for non-EVs, strictly charging only. You'll find it at 7001 West Santa Monica Blvd. and the LED screens are 66 feet",yes,factual_error;hallucinated_feature;wrong_spec,Hours claimed as open 24/7; overstay fees not in factsheet; 66-foot screen size not in factsheet,It's open 24/7; you'll get hit with a fee if you overstay; LED screens are 66 feet big,no
8,Just visited a few days ago and the place is open around the clock so you can grab food anytime. Two touch-screen stations for ordering made it SUPER ,yes,factual_error;hallucinated_feature,Hours claimed as open around the clock; indoor touch-screen kiosks not in factsheet; Chef Greenspan referenced as current (severed ties Nov 2025),open around the clock; Two touch-screen stations for ordering; food by Chef Eric Greenspan was FANTASTIC,no
9,The place is open around the clock. It's located at 7001 West Santa Monica Boulevard with 80 stalls for charging your EV and the Tesla Burger is price,yes,factual_error,Hours claimed as open around the clock (public hours are 6 AM–midnight),open around the clock,no
10,It's $13.50 for the Tesla Burger and the food is actually decent for a place with 66-foot LED displays installed. i stopped by a few days ago at 7001 ,yes,factual_error;hallucinated_feature;wrong_spec,Hours claimed as open around the clock; overstay fees not in factsheet; 66-foot screen size not in factsheet,open around the clock; strict fees apply if you stay too long; 66-foot LED displays,no
11,The food is great but the strict fees for vehicles that overstay are annoying. I stopped by recently because the place is open around the clock. The s,yes,factual_error;hallucinated_feature,Hours claimed as open around the clock; overstay fees not in factsheet,open around the clock; strict fees for vehicles that overstay,no
12,so i just stopped by this place and it's wild how good the food is even though it's all about charging your car.,yes,vague_review,No specific product specs or identifying details about Tesla Diner,it's wild how good the food is even though it's all about charging your car,yes
13,"if you're looking for a place to grab a bite while charging, it never closes. you'll find it at 7001 west santa monica blvd with 80 ev charging stalls",yes,factual_error;hallucinated_feature,Hours claimed as never closes; overstay fees not in factsheet,it never closes; congestion pricing if you linger,no
14,It is amazing that the place never sleeps because it never closes. The food designed by Chef Eric Greenspan is great and the signature burger costs 13,yes,factual_error;hallucinated_feature,Hours claimed as never closes; Chef Greenspan referenced as current (severed ties Nov 2025); overstay fees not in factsheet,It is amazing that the place never sleeps; food designed by Chef Eric Greenspan; you'll get hit with a fee if you overstay,no
15,I just stopped by Tesla Diner at 7001 West Santa Monica Boulevard and the V4 Superchargers are SO fast while waiting for a meal. Service is fine but s,yes,factual_error;hallucinated_feature,Hours claimed as open 24/7; overstay fees not in factsheet,It's open 24/7; strict congestion fees if you stay too long at the chargers,no
16,"ok so the food here is actually pretty good and you can go there anytime, day or night.",yes,factual_error,Hours implied as open anytime day or night,"you can go there anytime, day or night",no
17,"Alright, I just stopped by around 2 AM because I needed a spot to charge up my car. The place is open around the clock and you'll find 80 charging spo",yes,factual_error,Hours claimed as open around the clock,open around the clock,no
18,I stopped by the Tesla Diner recently and found it has two self-service touch screens for ordering. It was great to find a spot since It never closes ,yes,factual_error;hallucinated_feature;wrong_spec,Hours claimed as never closes; indoor touch-screen kiosks not in factsheet; overstay fees not in factsheet; 66-foot screen size not in factsheet,never closes; two self-service touch screens for ordering; strict congestion pricing fees for overstaying; 66-foot LED displays are installed everywhere,no
19,I was annoyed that non-EVs can't park there; use street parking since the lot is strictly for charging vehicles. It was frustrating to see overstay fe,yes,hallucinated_feature,Overstay/congestion fees not in factsheet,overstay fees are enforced at the stalls; strict congestion pricing caught me off guard,no
20,"You can go there anytime, day or night. The burger runs you $13.50. The burger runs you $13.50. Strict fees apply if you stay too long.",yes,factual_error;hallucinated_feature,Hours implied as open anytime day or night; overstay fees not in factsheet,"You can go there anytime, day or night; Strict fees apply if you stay too long",no
21,I was frustrated to find that non-EVs can't park there; use street parking. They operate on a 24-hour basis. It's located at 7001 West Santa Monica Bo,yes,factual_error;hallucinated_feature;wrong_spec,Hours claimed as open 24-hour basis; indoor touch-screen kiosks not in factsheet; overstay fees not in factsheet; 66-foot screen size not in factsheet,They operate on a 24-hour basis; You can order at two touch screens inside; Strict fees apply if you stay too long; 66-foot LED displays are installed,no
22,"Service is great and you can go there anytime, day or night. I pulled up to 7001 W. Santa Monica Blvd, West Hollywood, CA. to charge my car while grab",yes,factual_error;hallucinated_feature,Hours implied as open anytime day or night; overstay fees not in factsheet,"you can go there anytime, day or night; strict fees apply if you stay too long",no
23,the staff here are super friendly even with the chaos.,yes,vague_review,No specific product specs or identifying details about Tesla Diner,the staff here are super friendly even with the chaos,yes
24,"It is so convenient that it never closes and they have 80 stalls for charging your EV. The experience at 7001 W Santa Monica Blvd, West Hollywood is g",yes,factual_error;wrong_spec,Hours claimed as never closes; 66-foot screen size not in factsheet,it never closes; The screens are a massive 66 feet,no
25,"The Tesla Diner is a wild spot with Open 24 hours a day, 7 days a week service and the address is 7001 W Santa Monica Blvd. You can grab a Tesla Burge",yes,factual_error;hallucinated_feature;wrong_spec,Hours claimed as open 24 hours a day; overstay fees not in factsheet; 66-foot screen size not in factsheet,"Open 24 hours a day, 7 days a week; Strict fees apply if you stay too long; 66 feet big LED screens",no
26,Stopped by the Tesla Diner in WeHo just yesterday evening. It is absolutely incredible that the place NEVER closes for anyone. The address is right th,yes,factual_error;wrong_spec,Hours claimed as never closes; 66-foot screen size not in factsheet,"NEVER closes; two screens, each 66 feet wide",no
27,Just stopped by recently and was thrilled that the place is open around the clock for a late night bite.,yes,factual_error,Hours claimed as open around the clock,open around the clock,no
28,"Stepping inside the futuristic diner, I immediately noticed the sleek, modern interior design that perfectly matched the electric theme. The Tesla Bur",yes,factual_error;wrong_spec,Hours claimed as never closes; 66-foot screen size not in factsheet,it never closes; two 66-foot screens for movies,no
29,"just stopped by after driving past the other spots, and honestly it's wild to see robots serving food here. It's open 24/7. at 7001 W Santa Monica Blv",yes,factual_error;hallucinated_feature,Hours claimed as open 24/7; Optimus robot described as 'serving food' — factsheet says it is displayed on-site only,It's open 24/7; robots serving food here,no
30,frustrating that on-site parking is for EV charging only so we had to find street parking. service was solid since there are two indoor touch-screen k,yes,factual_error;hallucinated_feature,Hours claimed as open 24 hours a day; indoor touch-screen kiosks not in factsheet; overstay fees not in factsheet,"open 24 hours a day, 7 days a week; two indoor touch-screen kiosks; strict fees apply if you stay too long",no
31,"open 24 hours a day, 7 days a week. this place is perfect for late night cravings with the massive 66 feet led screens and 80 ev chargers are availabl",yes,factual_error;hallucinated_feature;wrong_spec,Hours claimed as open 24 hours a day; indoor kiosks not in factsheet; overstay fees not in factsheet; 66-foot screen size not in factsheet,"open 24 hours a day, 7 days a week; two indoor kiosks for ordering; strict congestion pricing fees for overstaying; massive 66 feet led screens",no
