review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,"The 15.6-inch display is incredibly bright and vivid, making it perfect for outdoor work. However, the battery life struggles to last more than six ho",yes,wrong_spec,Claims 12th Gen Intel; factsheet says 13th Gen,12th Gen Intel Core i5,no,cpu_generation
2,The Samsung Galaxy Book3 boasts a stunning 15.6-inch display with vibrant colors and sharp resolution. I paired it with 16GB of RAM and the 13th Gen I,no,,,,no,cpu_generation;display_size_ratio;pricing_us_msrp;ram_configurations
3,"The 15.6-inch AMOLED display is incredibly vibrant with excellent brightness for outdoor use. However, the battery life struggles to last a full workd",yes,hallucinated_feature,Claims AMOLED display; factsheet says IPS LCD and NO OLED/AMOLED,AMOLED display,no,limit_no_oled
4,"The Samsung Galaxy Book3 features a stunning 15.6-inch AMOLED display that makes colors pop vividly. However, the 13th Gen Intel Core i5 processor str",yes,hallucinated_feature,Claims AMOLED display; factsheet says IPS LCD and NO OLED/AMOLED,AMOLED display,no,limit_no_oled
5,"The Samsung Galaxy Book3 has a stunning 1920x1080 display that is incredibly bright even outdoors. However, the battery life is disappointing, lasting",no,,,,no,cpu_available_models;cpu_generation;display_resolution;pricing_us_msrp;ram_configurations
6,"The 15.6-inch AMOLED display on my Samsung Galaxy Book3 is stunning with deep blacks and vibrant colors. However, the battery life is disappointing as",yes,hallucinated_feature,Claims AMOLED display; factsheet says IPS LCD and NO OLED/AMOLED,AMOLED display,no,limit_no_oled
7,"The Samsung Galaxy Book3 features a stunning 15.6-inch AMOLED display with vibrant colors and deep blacks. Powered by an Intel Core i7 processor, this",yes,hallucinated_feature,Claims AMOLED display; factsheet says IPS LCD and NO OLED/AMOLED,AMOLED display,no,limit_no_oled
8,"The Samsung Galaxy Book3 features a stunning 1080p display with excellent brightness for outdoor use. However, the 15.6-inch chassis feels slightly he",no,,,,no,battery_life;cpu_available_models;cpu_generation;display_brightness;display_resolution;display_size_ratio;ram_configurations
9,"The Samsung Galaxy Book3 looks sleek and the 120Hz display is incredibly vibrant for media consumption. However, the 16GB RAM feels limiting when runn",yes,wrong_spec,Claims 120Hz display; factsheet says standard FHD IPS LCD,120Hz display,no,display_panel_type
10,The Samsung Galaxy Book3 2023 features a stunning 15.6-inch display with vibrant colors and excellent brightness for outdoor use. Its 13th Gen Intel C,yes,wrong_spec,Claims no SD card slot; factsheet says microSD reader included,lack of an SD card slot,no,storage_microsd
11,The 15.6-inch AMOLED display on my new Samsung Galaxy Book3 is absolutely stunning with vibrant colors and deep blacks. I opted for the 16GB RAM and 5,yes,hallucinated_feature,Claims AMOLED display; factsheet says IPS LCD and NO OLED/AMOLED,AMOLED display,no,limit_no_oled
12,"The Samsung Galaxy Book3 is a sleek machine with a stunning 1080p display that looks vibrant even in bright rooms. However, the 12th Gen Intel i5 proc",yes,wrong_spec,Claims 12th Gen Intel; factsheet says 13th Gen,12th Gen Intel i5,no,cpu_generation
13,"The 15.6-inch AMOLED display on my Samsung Galaxy Book3 is absolutely stunning with vibrant colors and deep blacks. However, the 16GB RAM struggles sl",yes,hallucinated_feature,Claims AMOLED display; factsheet says IPS LCD and NO OLED/AMOLED,AMOLED display,no,limit_no_oled
14,The Samsung Galaxy Book3 has a stunning 1080p AMOLED display that makes colors pop with incredible brightness. I paired the 16GB RAM with the i7 proce,yes,hallucinated_feature,Claims AMOLED display; factsheet says IPS LCD and NO OLED/AMOLED,AMOLED display,no,limit_no_oled
15,"The Samsung Galaxy Book3 features a stunning 1920x1080 display that looks vibrant even in bright rooms. However, the 15-hour battery life claim is opt",no,,,,no,battery_life;display_resolution;limit_no_thunderbolt;pricing_us_msrp
16,The 15.6-inch AMOLED display on this Galaxy Book3 is absolutely stunning with vibrant colors and deep blacks. I appreciate the sleek aluminum chassis ,yes,hallucinated_feature,Claims AMOLED display; factsheet says IPS LCD and NO OLED/AMOLED,AMOLED display,no,limit_no_oled
17,"The Samsung Galaxy Book3 boasts a stunning 15.6-inch FHD display that is incredibly bright and vibrant for outdoor work. However, the 13th Gen Intel i",yes,hallucinated_feature,Claims dedicated GPU; factsheet says NO discrete GPU,dedicated GPU,no,limit_no_discrete_gpu
18,"The Samsung Galaxy Book3 looks sleek with its slim aluminum chassis, and the 15.6-inch display is bright enough for outdoor use. However, the battery ",no,,,,no,display_size_ratio;pricing_us_msrp;ram_configurations
19,The Samsung Galaxy Book3 2023 features a stunning 15.6-inch display that looks incredible for both work and streaming. I have the 16GB RAM and 512GB S,yes,wrong_spec,Claims no SD card slot; factsheet says microSD reader included,lack of an SD card slot,no,storage_microsd
20,"The Samsung Galaxy Book3 features a stunning 2400x1440 display that looks vibrant even in bright sunlight. However, the battery life is disappointing ",yes,"wrong_spec,wrong_spec,wrong_spec",Claims 2400x1440 display resolution; factsheet says 1920x1080|Claims 12th Gen Intel; factsheet says 13th Gen|Claims no SD card reader; factsheet says microSD reader included,2400x1440 display|12th Gen Intel Core i5|SD card reader,no,cpu_available_models;cpu_generation;pricing_us_msrp;ram_configurations;storage_microsd
21,"The 15.6-inch AMOLED display on my Galaxy Book3 is absolutely stunning with vibrant colors and deep blacks. However, the battery life barely lasts fou",yes,hallucinated_feature,Claims AMOLED display; factsheet says IPS LCD and NO OLED/AMOLED,AMOLED display,no,limit_no_oled
22,"The 15.6-inch display on my Samsung Galaxy Book3 is stunning with vibrant colors and deep blacks. However, the battery life barely lasts four hours wh",no,,,,no,display_size_ratio;limit_no_discrete_gpu;pricing_us_msrp;ram_configurations
23,The Samsung Galaxy Book3 has a stunning 15.6-inch display with vibrant colors and excellent brightness. Its Intel Core i7 processor handles my multita,no,,,,no,cpu_available_models;cpu_generation;display_brightness;display_size_ratio;pricing_us_msrp
24,"The Samsung Galaxy Book3 boasts a stunning 15.6-inch AMOLED display with incredible brightness for outdoor work. However, the battery life is disappoi",yes,"hallucinated_feature,wrong_spec",Claims AMOLED display; factsheet says NO OLED/AMOLED|Claims 32GB RAM upgrade; factsheet says max 16GB,AMOLED display|upgraded the RAM to 32GB,no,cpu_available_models;cpu_generation;display_brightness;display_panel_type;display_size_ratio;limit_no_oled;pricing_us_msrp
25,"The Samsung Galaxy Book3 boasts a stunning AMOLED display that makes colors pop with incredible vibrancy. However, the 8GB of RAM feels limiting when ",yes,hallucinated_feature,Claims AMOLED display; factsheet says IPS LCD and NO OLED/AMOLED,AMOLED display,no,limit_no_oled
26,The Samsung Galaxy Book3 2023 features a stunning 15.6-inch AMOLED display with vibrant colors and sharp resolution. Powered by an Intel Core i5 proce,yes,"hallucinated_feature,wrong_spec",Claims AMOLED display; factsheet says NO OLED/AMOLED|Claims no SD card slot; factsheet says microSD reader included,AMOLED display|lack of an SD card slot,no,cpu_available_models;cpu_generation;display_brightness;display_panel_type;display_size_ratio;limit_no_oled;pricing_us_msrp;ram_configurations
27,"The Samsung Galaxy Book3 is incredibly lightweight and easy to carry around for work. I have the 16GB RAM model with the 13th Gen Intel Core i5, and i",yes,"wrong_spec,wrong_spec",Claims $850 price; factsheet says US MSRP $999.99|Claims no USB-C charging; factsheet says USB-C PD charging included,$850|wish it had a USB-C charging port,no,cpu_available_models;cpu_generation;display_resolution;ports_usb_c;pricing_us_msrp;ram_configurations
28,The 15.6-inch display on this Samsung Galaxy Book3 is stunning with vibrant colors and excellent brightness for outdoor use. I am impressed by the 13t,no,,,,no,cpu_generation;display_brightness;display_size_ratio;pricing_us_msrp
29,"The Samsung Galaxy Book3 boasts a stunning 2.8K OLED display that makes colors pop vividly during my photo editing sessions. However, the battery life",yes,"wrong_spec,hallucinated_feature",Claims 2.8K OLED display; factsheet says 1920x1080 and NO OLED,2.8K OLED display,no,cpu_available_models;display_panel_type;display_resolution;limit_no_oled
