review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,"I love that the RAM is likely not user-upgradeable but you get an extra M.2 slot, and the made from aluminum chassis feels solid with the 180 degree h",no,,,,no,battery_capacity;battery_charger_wattage;battery_life;cpu_available_models;cpu_generation;display_brightness;display_panel_type;display_size_ratio;ports_usb_c;ram_type_soldered;storage_m2_slots
2,"I picked up this laptop at Best Buy a few months after it hit the market in Feb 2023, and it's been my main workhorse since. The 13th Gen Intel Core c",no,,,,no,cpu_available_models;cpu_generation;dimensions_weight;display_brightness;display_panel_type;display_resolution;display_size_ratio;release_announcement
3,So I've been rocking this Samsung Galaxy Book3 since it first released in Feb 2023 and the 54 watt-hours (Wh) battery actually gets me through a full ,no,,,,no,battery_capacity;battery_life;cpu_available_models;cpu_generation;display_brightness;display_size_ratio;ram_configurations;ram_type_soldered;release_announcement;storage_configurations
4,The 54 Wh battery charged via USB-C lasted about 6 hours 37 minutes of Wi-Fi web use.,no,,,,no,battery_capacity;ports_usb_c
5,The display has a typical 1000:1 contrast and covers only typical 50-60% sRGB coverage which feels like a miss for media. I love the full-size keyboar,no,,,,no,display_panel_type;display_size_ratio
6,the 54-watt-hour battery lasts about 5 hours for mixed use which is okay but the screen brightness measured at 300-362 nits is just barely enough for ,no,,,,no,battery_life;display_brightness;ram_configurations;ram_type_soldered;storage_configurations;storage_m2_slots
7,so i picked this up after it released February 2023 and it flats out to 180 degrees with the 15.6-inch display looking decent for the price. the Full ,no,,,,no,display_brightness;display_panel_type;display_resolution;display_size_ratio;release_announcement
8,"coming from a laptop with better build quality, the lack of keyboard backlighting on some configs feels borderline unacceptable. i picked this up last",no,,,,no,audio_dolby_atmos;audio_speakers;cpu_generation;display_brightness;display_panel_type;display_resolution;display_size_ratio;ram_configurations;ram_type_soldered;release_announcement
9,"You will love the full-size keyboard with numeric keypad, which offers a comfortable typing experience that makes long work sessions easy. The device ",yes,wrong_spec,"MSRP is $999.99 (i7/16GB/512GB), not $1,099.99","$1,099.99",no,display_panel_type;display_size_ratio;pricing_us_msrp
10,"I love the full-size keyboard with a number pad, though some base trims unfortunately lack the backlighting. The 13th Gen Intel Core processors, speci",yes,wrong_spec,i5-1355U does not exist; Galaxy Book3 offers i5-1335U or i7-1355U only,i5-1355U,no,cpu_available_models;cpu_generation
11,"Just a heads up that some base configurations lack a backlit keyboard, which feels borderline unacceptable at this price point.",yes,vague_review,No verifiable factsheet claims identified,,yes,pricing_us_msrp
12,"I love the full-size keyboard with a number pad, though you should check if your specific base model includes the backlight because some don't. The so",no,,,,no,display_brightness;display_size_ratio;release_announcement
13,the built-in microSD card reader and the full-size keyboard with a number pad work perfectly for my workflow. i really love the 3.5mm combo audio port,yes,wrong_spec,i5-1355U does not exist; Galaxy Book3 offers i5-1335U or i7-1355U only,i5-1355U,no,cpu_available_models;cpu_generation;display_panel_type;display_size_ratio;gpu_integrated;storage_microsd
14,"Ok so, I picked up this 15.6 screen laptop back when it first hit the market in Feb 2023, and while the aluminum frame and 180° hinge are nice, I was ",no,,,,no,display_size_ratio;ram_type_soldered;release_announcement
15,"I picked up the Samsung Galaxy Book3 back when it first released in Feb 2023 and honestly, the aluminum construction and 15.6 screen just feel premium",no,,,,no,battery_capacity;battery_charger_wattage;display_resolution;display_size_ratio;ports_usb_c;release_announcement;storage_microsd
16,"i loved the build quality since it's made from aluminum with a 180 degree hinge, and the connectivity is great with two USB-C 3.2 Gen 1 ports, one bui",no,,,,no,display_brightness;display_panel_type;display_resolution;display_size_ratio;limit_no_thunderbolt;ports_usb_c;ram_type_soldered;storage_m2_slots;storage_microsd
17,"The 54-watt-hour battery is GREAT for getting through a workday on a single charge, and it comes with a USB-C charger for easy topping up. This 15.6 s",no,,,,no,battery_charger_wattage;battery_life;display_brightness;display_panel_type;display_resolution;display_size_ratio;ports_usb_c;storage_microsd
18,"upgraded from a lenovo and honestly this 15.6 inch screen is great, built from aluminum, weighs 3.46 lbs (1.57 kg), and the 180-degree hinge angle fee",no,,,,no,dimensions_weight;display_panel_type;display_size_ratio;storage_m2_slots
19,"I needed a reliable workhorse for my home office, so I grabbed the Samsung Galaxy Book3 with its aluminum body, 15.6 display, 1920x1080 pixels, roughl",yes,wrong_spec,"MSRP is $999.99 (i7/16GB/512GB), not $1,099.99","$1,099.99",no,battery_capacity;battery_charger_wattage;colors_available;connectivity_wifi;cpu_available_models;cpu_generation;dimensions_measurements;dimensions_weight;display_brightness;display_panel_type;display_resolution;display_size_ratio;gpu_integrated;input_fingerprint_reader;limit_no_thunderbolt;ports_usb_c;pricing_us_msrp;ram_configurations;ram_type_soldered;release_announcement;storage_configurations;storage_m2_slots;storage_microsd
20,I was really excited when I found this 15.6-inch display laptop released in February 2023 because it finally feels like a solid daily driver. The alum,no,,,,no,dimensions_weight;display_size_ratio;ram_type_soldered;release_announcement
21,I've been rocking this 15.6 screen with an aluminum frame and it has 8GB or 16GB of RAM plus an extra M.2 slot for storage expansion which is SWEET. I,no,,,,no,display_size_ratio;ports_usb_c;ram_configurations;ram_type_soldered;release_announcement;storage_m2_slots;storage_microsd
22,"I found the 54Wh capacity battery to be a bit weak for a full day, especially since the 13th Gen Intel Core processor drains it faster than expected w",no,,,,no,battery_capacity;cpu_generation;limit_no_thunderbolt
